FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Monticello,04/12/2022,65.43,58.6,77.47,65.99,63.19,70.23,61.85,89,0,0,82.74,1.15,0.03,6.55,209,1016,96,63.13,2022,12,4,6,4,48,Winter,18.87,7.04,Mild,64.087791,6.52,Calm,65.43,No Rain,0,0,Very Humid,Sticky,Low,80.17795704,0.2745,67.43046533,0.177417883,-2.000465328,5823.27,0
Monticello,05/12/2022,62.69,53.98,73.62,65.46,61.9,68.83,60.26,93,0,0,87.66,1.58,0.02,7.42,166,1013,96,61.15,2022,12,5,0,4,49,Winter,19.64,6.93,Mild,60.446561,7.4,Calm,62.69,No Rain,0,0,Very Humid,Sticky,Low,76.97948514,0.4287,67.43046533,0.177417883,-4.740465328,5830.17,0
Monticello,06/12/2022,67.76,60.17,78.6,68.21,65.68,72.66,64.51,91,0,0,103.83,1.83,0.02,9.53,177,1016,96,65.61,2022,12,6,1,4,49,Winter,18.43,6.98,Mild,67.087328,9.51,Calm,67.76,No Rain,0,0,Very Humid,Sticky,Low,82.10132268,0.1852,67.43046533,0.177417883,0.329534672,6166.16,0
Monticello,07/12/2022,66.2,55.53,81.25,67.29,63.03,71.98,61.73,88,0,0,115.19,1.15,0,8.04,194,1019,96,63.32,2022,12,7,2,4,49,Winter,25.72,8.95,Mild,65.09648,8.04,Calm,66.2,No Rain,0,0,Very Humid,Sticky,Low,81.3284829,0.236,67.43046533,0.177417883,-1.230465328,5825.6,0
Monticello,08/12/2022,65.44,56.39,80.92,67.24,63.81,71.78,60.98,88,0,0,115.21,1.55,0.01,10.36,262,1017,96,62.59,2022,12,8,3,4,49,Winter,24.53,7.97,Mild,64.115776,10.35,Calm,65.44,No Rain,0,0,Very Humid,Sticky,Low,81.98669912,0.29,67.43046533,0.177417883,-1.990465328,5758.72,0
Monticello,09/12/2022,62.26,51.82,76.15,65.83,61.61,70.3,59.75,93,0,0,113.32,1.37,0.03,11.13,252,1014,96,60.68,2022,12,9,4,4,49,Winter,24.33,8.69,Mild,59.884594,11.1,Calm,62.26,No Rain,0,0,Very Humid,Comfortable,Low,76.13519674,0.4418,67.43046533,0.177417883,-5.170465328,5790.18,0
Monticello,10/12/2022,61.02,55.24,65.23,64.92,62.53,66.63,60.32,98,0,0,32.8,1.86,0.03,7.62,45,1015,96,60.58,2022,12,10,5,4,49,Winter,9.99,4.1,Mild,58.115868,7.59,Calm,61.02,No Rain,0,0,Very Humid,Sticky,Low,73.31914146,0.5234,67.43046533,0.177417883,-6.410465328,5979.96,0
Monticello,11/12/2022,61.15,58.3,67.62,66.01,64.56,68.41,59.27,94,0,0,54.79,1.74,0.07,5.81,88,1014,96,59.98,2022,12,11,6,4,49,Winter,9.32,3.85,Mild,58.40473,5.74,Calm,61.15,No Rain,0,0,Very Humid,Comfortable,Low,75.81190102,0.5121,67.43046533,0.177417883,-6.280465328,5748.1,0
Monticello,12/12/2022,60.9,55.96,68.47,65.54,63.52,68.45,57.86,90,0,0,71.87,1.98,0.09,7.48,99,1012,96,59.03,2022,12,12,0,4,50,Winter,12.51,4.93,Mild,58.1973,7.39,Calm,60.9,No Rain,0,0,Very Humid,Comfortable,Low,79.07994103,0.5342,67.43046533,0.177417883,-6.530465328,5481,0
Monticello,13/12/2022,59.92,53.06,68.18,64.45,61.32,67.55,55.22,85,0,0,94.29,3.45,0.17,12.62,90,1014,96,57.11,2022,12,13,1,4,50,Winter,15.12,6.23,Mild,57.09256,12.45,Calm,59.92,No Rain,0,0,Very Humid,Comfortable,Low,86.02605944,0.642,67.43046533,0.177417883,-7.510465328,5093.2,0
Monticello,14/12/2022,63.27,53.64,75.36,64.53,61.95,67.55,58.61,85,0,0,58.72,4.34,0.43,16.12,136,1009,96,60.37,2022,12,14,2,4,50,Winter,21.72,5.6,Mild,61.382235,15.69,Calm,63.27,No Rain,0,0,Very Humid,Comfortable,Low,90.52324692,0.5101,67.43046533,0.177417883,-4.160465328,5377.95,0
Monticello,15/12/2022,61.74,44.5,71.42,66.79,60.73,69.89,56.05,83,0.43,0.05,102.78,4.32,0.08,18.32,229,1006,96,58.3,2022,12,15,3,4,50,Winter,26.92,9.16,Mild,59.477586,18.24,Calm,61.74,Moderate,1,0.2,Very Humid,Comfortable,Low,90.9216207,1.4458,67.43046533,0.177417883,-5.690465328,5124.42,1.8576
Monticello,16/12/2022,47.63,37.24,62.28,58.6,54.91,62.82,39.27,78,0,0,123.62,1.91,0.05,11.36,252,1011,96,43.64,2022,12,16,4,4,50,Winter,25.04,7.91,Cold,41.871962,11.31,Calm,47.63,No Rain,0,0,Humid,Dry,Low,76.50384681,1.1949,67.43046533,0.177417883,-19.80046533,3715.14,0
Monticello,17/12/2022,48.29,34.01,61.92,56.37,52.5,60.15,40.59,78,0,0,73.17,1.49,0.03,10.42,246,1011,96,44.54,2022,12,17,5,4,50,Winter,27.91,7.65,Cold,42.701846,10.39,Calm,48.29,No Rain,0,0,Humid,Dry,Low,75.72969923,1.1451,67.43046533,0.177417883,-19.14046533,3766.62,0
Monticello,18/12/2022,44.2,33.07,55.09,55.22,51.84,58.5,29.27,59,0,0,126.82,4.24,0.05,13.66,337,1016,96,38.05,2022,12,18,6,4,50,Winter,22.02,6.66,Cold,39.17674,13.61,Calm,41.9732392,No Rain,0,0,Comfortable,Dry,Low,67.87913967,1.4596,67.43046533,0.177417883,-23.23046533,2607.8,0
Monticello,19/12/2022,43.38,26.61,62.1,52.53,47.35,57.79,34.32,74,0,0,123.33,1.86,0.04,10.75,41,1020,96,39.41,2022,12,19,0,4,51,Winter,35.49,10.44,Cold,36.879396,10.71,Calm,43.38,No Rain,0,0,Humid,Dry,Low,71.05844467,1.4054,67.43046533,0.177417883,-24.05046533,3210.12,0
Monticello,20/12/2022,48.66,46.38,51.8,55.44,54.59,56.5,47.34,95,0.3,0.03,21.64,3.97,0.12,15.04,51,1018,96,47.96,2022,12,20,1,4,51,Winter,5.42,1.91,Cold,41.96991,14.92,Calm,47.34479489,Moderate,1,0.12,Very Humid,Dry,Low,73.82917146,1.8258,67.43046533,0.177417883,-18.77046533,4622.7,1.191
Monticello,21/12/2022,47.84,44.74,51.33,55.44,54,57.27,46.58,95,0.01,0.01,40.38,4.38,0.48,11.91,41,1016,96,47.18,2022,12,21,2,4,51,Winter,6.59,3.27,Cold,40.89284,11.43,Calm,46.09576834,Light,1,0.04,Very Humid,Dry,Low,74.47917756,1.3032,67.43046533,0.177417883,-19.59046533,4544.8,0.0438
Monticello,22/12/2022,49.64,45.9,54.81,56.76,55.11,58.77,49.02,98,0.03,0.01,37.31,1.93,0.05,6.37,31,1010,96,49.3,2022,12,22,3,4,51,Winter,8.91,3.66,Cold,43.055576,6.32,Calm,49.64,Light,1,0.04,Very Humid,Dry,Low,66.66815463,1.1552,67.43046533,0.177417883,-17.79046533,4864.72,0.0579
Monticello,23/12/2022,41.33,25.53,54.88,54.74,47.14,57.87,26.74,59,0,0,125.73,6.15,0.13,22.58,326,1014,96,35.63,2022,12,23,4,4,51,Winter,29.35,10.73,Cold,35.747951,22.45,Light,37.24679675,No Rain,0,0,Comfortable,Dry,Low,65.42319489,1.6795,67.43046533,0.177417883,-26.10046533,2438.47,0
Monticello,24/12/2022,24.92,17.6,32.58,44.89,41.66,48.65,7.2,47,0,0,126.03,5.35,0.12,18.51,334,1022,96,20.46,2022,12,24,5,4,51,Winter,14.98,6.99,Freezing,17.928092,18.39,Light,18.40667305,No Rain,0,0,Comfortable,Dry,Low,49.53428737,2.468,67.43046533,0.177417883,-42.51046533,1171.24,0
Monticello,25/12/2022,29.99,21.65,42.71,44.04,40.26,48.96,13.75,53,0,0,125.86,3.17,0.05,13.63,308,1021,96,25.21,2022,12,25,6,4,51,Winter,21.06,8.7,Freezing,22.992251,13.58,Calm,26.80097311,No Rain,0,0,Comfortable,Dry,Low,52.22288057,2.1273,67.43046533,0.177417883,-37.44046533,1589.47,0
Monticello,26/12/2022,32.18,18.73,49.03,44.61,40.12,50.07,18.31,63,0,0,128.7,1.65,0.03,8.82,274,1020,96,27.71,2022,12,26,0,4,52,Winter,30.3,9.95,Cold,24.317222,8.79,Calm,32.18,No Rain,0,0,Humid,Dry,Low,56.17469604,1.957,67.43046533,0.177417883,-35.25046533,2027.34,0
Monticello,27/12/2022,38.1,23.78,57.67,46.44,41.87,52.61,25.16,66,0,0,124.58,1.47,0.04,8.55,328,1020,96,33.26,2022,12,27,1,4,52,Winter,33.89,10.74,Cold,31.15218,8.51,Calm,38.1,No Rain,0,0,Humid,Dry,Low,61.29609914,1.6538,67.43046533,0.177417883,-29.33046533,2514.6,0
Monticello,28/12/2022,43.5,25.1,66.2,47.97,42.4,54.3,31.33,69,0,0,125.54,1.68,0.04,7.87,128,1020,96,38.37,2022,12,28,2,4,52,Winter,41.1,11.9,Cold,37.46595,7.83,Calm,43.5,No Rain,0,0,Humid,Dry,Low,67.19221626,1.3922,67.43046533,0.177417883,-23.93046533,3001.5,0
Monticello,29/12/2022,57.52,45.12,73.87,52.87,47.8,59.18,48.1,74,0,0,124.45,2.71,0.06,10.61,136,1020,96,52.33,2022,12,29,3,4,52,Winter,28.75,11.38,Mild,54.472384,10.55,Calm,57.52,No Rain,0,0,Humid,Dry,Low,81.93533336,0.7324,67.43046533,0.177417883,-9.910465328,4256.48,0
Monticello,30/12/2022,59.31,45.79,73,56.14,51.94,60.39,54.13,85,0,0,76.42,1.55,0.04,7.42,121,1015,96,56.25,2022,12,30,4,4,52,Winter,27.21,8.45,Mild,56.311455,7.38,Calm,59.31,No Rain,0,0,Very Humid,Comfortable,Low,80.3607881,0.5965,67.43046533,0.177417883,-8.120465328,5041.35,0
Monticello,31/12/2022,65.04,59.18,74.16,60.9,58.26,64.69,62.38,92,0.11,0.02,49.62,2.8,0.07,12.77,174,1012,96,63.32,2022,12,31,5,4,52,Winter,14.98,6.43,Mild,63.534144,12.7,Calm,65.04,Moderate,1,0.08,Very Humid,Sticky,Low,82.48260015,0.58,67.43046533,0.177417883,-2.390465328,5983.68,0.308
Monticello,01/01/2023,62.92,54.68,73.29,61.85,58.68,65.68,61.3,95,0.01,0.01,74.5,1.67,0.01,7.33,172,1014,96,61.89,2023,1,1,6,1,52,Winter,18.61,7,Mild,60.70042,7.32,Calm,62.92,Light,1,0.04,Very Humid,Sticky,Low,75.99423413,0.4408,67.43046533,0.177417883,-4.510465328,5977.4,0.0167
Monticello,02/01/2023,66.13,60.64,77.94,64.53,61.99,68.56,64.09,94,0,0,79.63,1.74,0.03,7.14,143,1016,96,64.79,2023,1,2,0,1,1,Winter,17.3,6.57,Mild,64.929526,7.11,Calm,66.13,No Rain,0,0,Very Humid,Sticky,Low,78.80785993,0.2631,67.43046533,0.177417883,-1.300465328,6216.22,0
Monticello,03/01/2023,67.07,61.45,73.29,64.32,61.57,66.99,65.33,94,0,0,58.87,4.32,0.32,17.86,167,1013,96,65.91,2023,1,3,1,1,1,Winter,11.84,5.42,Mild,66.161114,17.54,Calm,67.07,No Rain,0,0,Very Humid,Uncomfortable,Low,86.56789108,0.3193,67.43046533,0.177417883,-0.360465328,6304.58,0
Monticello,04/01/2023,68.05,63.99,71.24,66.64,65.98,67.55,67.24,97,0.56,0.15,21.99,4.02,0.05,14.83,189,1011,96,67.5,2023,1,4,2,1,1,Winter,7.25,1.57,Mild,67.425805,14.78,Calm,68.05,Heavy,1,0.6,Very Humid,Uncomfortable,Low,84.25899837,1.3783,67.43046533,0.177417883,0.619534672,6600.85,2.2512
Monticello,05/01/2023,59.94,45.23,72.14,64.49,59.09,68.23,51.59,79,0.01,0.01,124.53,2.02,0.11,16.5,240,1015,96,55.13,2023,1,5,3,1,1,Winter,26.91,9.14,Mild,57.317358,16.39,Calm,59.94,Light,1,0.04,Humid,Comfortable,Low,84.90355907,0.6038,67.43046533,0.177417883,-7.490465328,4735.26,0.0202
Monticello,06/01/2023,48.37,37.52,63.03,56.77,52.74,61,36.82,71,0,0,133.6,2.3,0.05,12.44,254,1019,96,43,2023,1,6,4,1,1,Winter,25.51,8.26,Cold,43.302091,12.39,Calm,48.37,No Rain,0,0,Humid,Dry,Low,73.22550768,1.1735,67.43046533,0.177417883,-19.06046533,3434.27,0
Monticello,07/01/2023,48.16,33.34,69.48,54.86,49.77,60.8,37.03,72,0,0,131.07,1.25,0.02,8.07,211,1020,96,42.97,2023,1,7,5,1,1,Winter,36.14,11.03,Cold,42.970816,8.05,Calm,48.16,No Rain,0,0,Humid,Dry,Low,70.85846139,1.142,67.43046533,0.177417883,-19.27046533,3467.52,0
Monticello,08/01/2023,51.91,36.06,69.96,55.59,50.11,61.18,43.09,76,0,0,122.49,1.59,0.02,8.97,196,1018,96,47.41,2023,1,8,6,1,1,Winter,33.9,11.07,Mild,47.373028,8.95,Calm,51.91,No Rain,0,0,Humid,Dry,Low,76.8117518,0.9681,67.43046533,0.177417883,-15.52046533,3945.16,0
Monticello,09/01/2023,54.54,42.48,65.77,58.45,55.38,63.12,47.06,79,0,0,129.83,2.71,0.03,14.02,304,1015,96,50.51,2023,1,9,0,1,2,Winter,23.29,7.74,Mild,50.509578,13.99,Calm,54.54,No Rain,0,0,Humid,Dry,Low,83.57904712,0.8814,67.43046533,0.177417883,-12.89046533,4308.66,0
Monticello,10/01/2023,49.44,37.9,66.47,55.91,51.67,61.23,40.45,77,0,0,133.51,1.67,0.04,10.48,248,1014,96,45.05,2023,1,10,1,1,2,Winter,28.57,9.56,Cold,44.215704,10.44,Calm,49.44,No Rain,0,0,Humid,Dry,Low,76.23618574,1.0948,67.43046533,0.177417883,-17.99046533,3806.88,0
Monticello,11/01/2023,55.94,37.14,74.41,56.87,50.97,63.27,50.7,85,0,0,118.22,2.7,0.02,11.18,183,1014,96,52.98,2023,1,11,2,1,2,Winter,37.27,12.3,Mild,51.99617,11.16,Calm,55.94,No Rain,0,0,Very Humid,Comfortable,Low,81.5402659,0.811,67.43046533,0.177417883,-11.49046533,4754.9,0
Monticello,12/01/2023,65.59,58.37,74.77,62.71,59.38,67.03,60.72,86,0.99,0.49,122.11,4.88,0.2,18.07,188,1012,96,62.49,2023,1,12,3,1,2,Winter,16.4,7.65,Mild,64.338442,17.87,Calm,65.59,Heavy,1,1.96,Very Humid,Sticky,Low,92.73749105,2.3957,67.43046533,0.177417883,-1.840465328,5640.74,4.8312
Monticello,13/01/2023,48.55,40.06,58.5,57.61,50.95,63.91,42.32,80,0.03,0.02,41.2,5.63,0.17,19.63,332,1009,96,45.44,2023,1,13,4,1,2,Winter,18.44,12.96,Cold,42.8872,19.46,Light,46.14302727,Light,1,0.08,Humid,Dry,Low,85.54604247,1.3577,67.43046533,0.177417883,-18.88046533,3884,0.1689
Monticello,14/01/2023,40.95,30.86,49.06,50.87,48.34,55.22,28.79,63,0,0,142.49,5.88,0.09,18.65,325,1015,96,36.08,2023,1,14,5,1,2,Winter,18.2,6.88,Cold,34.910505,18.56,Light,36.96800891,No Rain,0,0,Humid,Dry,Low,68.69668445,1.6877,67.43046533,0.177417883,-26.48046533,2579.85,0
Monticello,15/01/2023,38.46,25.55,57.36,48.84,43.61,55.17,29.48,75,0,0,143.93,1.87,0.05,10.57,257,1017,96,34.88,2023,1,15,6,1,2,Winter,31.81,11.56,Cold,30.65385,10.52,Calm,38.46,No Rain,0,0,Humid,Dry,Low,68.81376268,1.6518,67.43046533,0.177417883,-28.97046533,2884.5,0
Monticello,16/01/2023,44.72,28.06,66.81,50.11,44.28,56.91,33.6,73,0,0,145.84,1.73,0.05,10.93,176,1014,96,39.85,2023,1,16,0,1,3,Winter,38.75,12.63,Cold,38.630048,10.88,Calm,44.72,No Rain,0,0,Humid,Dry,Low,70.81477593,1.3332,67.43046533,0.177417883,-22.71046533,3264.56,0
Monticello,17/01/2023,58.07,39.66,71.76,55.42,49.26,61.57,54.4,89,0,0,115.21,3.75,0.07,14.6,184,1010,96,55.91,2023,1,17,1,1,3,Winter,32.1,12.31,Mild,54.566159,14.53,Calm,58.07,No Rain,0,0,Very Humid,Comfortable,Low,83.00049489,0.7465,67.43046533,0.177417883,-9.360465328,5168.23,0
Monticello,18/01/2023,64.4,56.8,74.14,61.79,59.49,65.59,62.58,94,0,0,63.42,2.79,0.13,11.79,180,1012,96,63.22,2023,1,18,2,1,3,Winter,17.34,6.1,Mild,62.66288,11.66,Calm,64.4,No Rain,0,0,Very Humid,Sticky,Low,80.69510102,0.3916,67.43046533,0.177417883,-3.030465328,6053.6,0
Monticello,19/01/2023,65.55,55.53,78.35,62.2,58.32,67.37,62.17,89,0,0,96.03,3.56,0.1,14.38,187,1011,96,63.36,2023,1,19,3,1,3,Winter,22.82,9.05,Mild,64.243035,14.28,Calm,65.55,No Rain,0,0,Very Humid,Sticky,Low,86.97061959,0.3649,67.43046533,0.177417883,-1.880465328,5833.95,0
Monticello,20/01/2023,53.9,43.7,68.43,59,54.79,62.89,43.64,74,0,0,140.25,2.03,0.04,11.94,263,1014,96,48.59,2023,1,20,4,1,3,Winter,24.73,8.1,Mild,49.96838,11.9,Calm,53.9,No Rain,0,0,Humid,Dry,Low,77.86131556,0.8862,67.43046533,0.177417883,-13.53046533,3988.6,0
Monticello,21/01/2023,47.32,39.44,54.66,55.01,52.72,56.77,42.25,84,0.06,0.02,32.8,1.88,0.03,8.49,101,1014,96,44.81,2023,1,21,5,1,3,Winter,15.22,4.05,Cold,41.033104,8.46,Calm,47.32,Light,1,0.08,Very Humid,Dry,Low,74.7551517,1.3292,67.43046533,0.177417883,-20.11046533,3974.88,0.1128
Monticello,22/01/2023,59.43,48.79,74.55,59.03,55.33,64.2,58.28,96,1.82,0.3,36.88,3.89,0.04,19.01,185,1006,96,58.72,2023,1,22,6,1,3,Winter,25.76,8.87,Mild,56.081424,18.97,Calm,59.43,Very Heavy,1,1.2,Very Humid,Comfortable,Low,79.39800236,4.3241,67.43046533,0.177417883,-8.000465328,5705.28,7.0798
Monticello,23/01/2023,49.55,37.09,58.03,58,53.98,61.63,43.86,83,0,0,146.13,3.28,0.05,14.05,314,1015,96,46.65,2023,1,23,0,1,4,Winter,20.94,7.65,Cold,43.948745,14,Calm,48.91876468,No Rain,0,0,Very Humid,Dry,Low,80.6880188,1.1537,67.43046533,0.177417883,-17.88046533,4112.65,0
Monticello,24/01/2023,48.14,32.15,63.18,53.75,47.98,59.43,40.95,79,0,0,154.61,2.65,0.1,10.83,106,1017,96,44.62,2023,1,24,1,1,4,Winter,31.03,11.45,Cold,42.441098,10.73,Calm,48.14,No Rain,0,0,Humid,Dry,Low,79.56150418,1.199,67.43046533,0.177417883,-19.29046533,3803.06,0
Monticello,25/01/2023,62.38,53.31,68.41,60.17,56.62,62.91,60.15,93,1.86,0.37,12.86,4.78,0.22,27,199,1007,96,60.97,2023,1,25,2,1,4,Winter,15.1,6.29,Mild,60.041422,26.78,Calm,62.38,Very Heavy,1,1.48,Very Humid,Sticky,Low,85.71643636,4.2922,67.43046533,0.177417883,-5.050465328,5801.34,8.8908
Monticello,26/01/2023,45.86,36.4,56.3,56.14,52.03,60.28,38.01,76,0,0,167.95,3.78,0.12,15.59,310,1016,96,42.2,2023,1,26,3,1,4,Winter,19.9,8.25,Cold,39.805688,15.47,Calm,44.26947747,No Rain,0,0,Humid,Dry,Low,79.27906666,1.3582,67.43046533,0.177417883,-21.57046533,3485.36,0
Monticello,27/01/2023,42.37,32.51,56.41,52.23,47.46,58.14,31.64,72,0,0,170.14,2.53,0.02,12.45,295,1022,96,37.86,2023,1,27,4,1,4,Winter,23.9,10.68,Cold,35.805112,12.43,Calm,42.37,No Rain,0,0,Humid,Dry,Low,70.94458663,1.4827,67.43046533,0.177417883,-25.06046533,3050.64,0
Monticello,28/01/2023,44.41,28.19,61.39,51.57,45.84,58.33,31.87,68,0,0,169.43,2.08,0.03,10.79,106,1023,96,39.06,2023,1,28,5,1,4,Winter,33.2,12.49,Cold,38.667604,10.76,Calm,44.41,No Rain,0,0,Humid,Dry,Low,68.16780616,1.3627,67.43046533,0.177417883,-23.02046533,3019.88,0
Monticello,29/01/2023,56.86,44.67,69.62,56,51.6,60.53,53.83,90,0.62,0.08,49.5,1.8,0.02,13.29,127,1018,96,55.09,2023,1,29,6,1,4,Winter,24.95,8.93,Mild,52.95742,13.27,Calm,56.86,Heavy,1,0.32,Very Humid,Comfortable,Low,76.14754053,1.969,67.43046533,0.177417883,-10.57046533,5117.4,1.116
Monticello,30/01/2023,68.1,59.13,78.64,63.96,60.13,69.4,66.18,94,0.12,0.03,111.34,2.73,0.05,15.01,190,1015,96,66.81,2023,1,30,0,1,5,Winter,19.51,9.27,Mild,67.51062,14.96,Calm,68.1,Moderate,1,0.12,Very Humid,Uncomfortable,Low,82.75369964,0.4442,67.43046533,0.177417883,0.669534672,6401.4,0.3276
Monticello,31/01/2023,66.81,63.68,72.82,66.1,64.58,68.27,65.82,97,0,0,49.69,1.65,0.07,8.02,199,1016,96,66.15,2023,1,31,1,1,5,Winter,9.14,3.69,Mild,65.788881,7.95,Calm,66.81,No Rain,0,0,Very Humid,Uncomfortable,Low,76.90408896,0.2255,67.43046533,0.177417883,-0.620465328,6480.57,0
Monticello,01/02/2023,66.87,60.91,77.9,66.67,63.93,70.77,63.68,91,0.03,0.03,103.03,1.72,0.05,8.74,228,1016,96,64.77,2023,2,1,2,1,5,Winter,16.99,6.84,Mild,65.930061,8.69,Calm,66.87,Light,1,0.12,Very Humid,Sticky,Low,81.25915682,0.2853,67.43046533,0.177417883,-0.560465328,6085.17,0.0516
Monticello,02/02/2023,67.04,59.22,76.12,67.28,64.11,70.54,64.79,93,0.01,0.01,112.31,2.68,0.08,12.43,197,1014,96,65.55,2023,2,2,3,1,5,Winter,16.9,6.43,Mild,66.131576,12.35,Calm,67.04,Light,1,0.04,Very Humid,Sticky,Low,82.66387198,0.2752,67.43046533,0.177417883,-0.390465328,6234.72,0.0268
Monticello,03/02/2023,53.09,38.32,68.07,63.07,57.13,67.82,46.37,81,0.3,0.07,125.4,5.66,0.04,16.53,349,1017,96,49.51,2023,2,3,4,1,5,Winter,29.75,10.69,Mild,48.569957,16.49,Light,53.09,Moderate,1,0.28,Very Humid,Dry,Low,87.50634561,1.6719,67.43046533,0.177417883,-14.34046533,4300.29,1.698
Monticello,04/02/2023,47.93,31.5,63.97,56.6,50.99,62.78,39.8,76,0,0,178,2.65,0.05,11.55,59,1024,96,44.01,2023,2,4,5,1,5,Winter,32.47,11.79,Cold,42.394844,11.5,Calm,47.93,No Rain,0,0,Humid,Dry,Low,77.37328278,1.2095,67.43046533,0.177417883,-19.50046533,3642.68,0
Monticello,05/02/2023,56.76,46.94,71.33,59.95,55.76,65.89,51.64,85,0,0,132.68,2.33,0.04,8.8,82,1018,96,53.83,2023,2,5,6,1,5,Winter,24.39,10.13,Mild,53.04618,8.76,Calm,56.76,No Rain,0,0,Very Humid,Comfortable,Low,81.00180288,0.7552,67.43046533,0.177417883,-10.67046533,4824.6,0
Monticello,06/02/2023,56.24,44.4,71.96,60.99,56.37,66.33,45.99,74,0,0,180.38,1.97,0.05,10.71,145,1016,96,50.74,2023,2,6,0,1,6,Winter,27.56,9.96,Mild,52.879808,10.66,Calm,56.24,No Rain,0,0,Humid,Dry,Low,79.10174066,0.7668,67.43046533,0.177417883,-11.19046533,4161.76,0
Monticello,07/02/2023,58.78,40.83,75.83,59.83,54,65.97,47.7,70,0,0,170.13,2.23,0.04,12.22,141,1019,96,52.68,2023,2,7,1,1,6,Winter,35,11.97,Mild,56.18818,12.18,Calm,58.78,No Rain,0,0,Humid,Dry,Low,78.60564901,0.6502,67.43046533,0.177417883,-8.650465328,4114.6,0
Monticello,08/02/2023,63.88,49.95,79.21,63.26,58.35,68.95,54.34,74,0,0,168.03,2.62,0.04,12.08,152,1018,96,58.17,2023,2,8,2,1,6,Winter,29.26,10.6,Mild,62.385496,12.04,Calm,63.88,No Rain,0,0,Humid,Comfortable,Low,85.51052581,0.4108,67.43046533,0.177417883,-3.550465328,4727.12,0
Monticello,09/02/2023,65.48,53.89,77.34,63.98,59.7,68.58,59.78,83,0.07,0.03,123.23,3.18,0.11,15.39,179,1016,96,61.88,2023,2,9,3,1,6,Winter,23.45,8.88,Mild,64.241972,15.28,Calm,65.48,Light,1,0.12,Very Humid,Comfortable,Low,89.99262,0.4932,67.43046533,0.177417883,-1.950465328,5434.84,0.2226
Monticello,10/02/2023,62.41,54.12,65.21,64.84,63.95,65.79,62.22,99,0.94,0.28,19.22,2.38,0.03,16.87,41,1014,96,62.29,2023,2,10,4,1,6,Winter,11.09,1.84,Mild,59.930347,16.84,Calm,62.41,Heavy,1,1.12,Very Humid,Sticky,Low,74.91812774,2.3547,67.43046533,0.177417883,-5.020465328,6178.59,2.2372
Monticello,11/02/2023,55.31,30.39,66.29,60.98,59.94,63.84,55.03,99,2.43,0.31,10.2,3.42,0.14,16.26,68,1009,96,55.15,2023,2,11,5,1,6,Winter,35.9,3.9,Mild,50.510777,16.12,Calm,55.31,Very Heavy,1,1.24,Very Humid,Comfortable,Low,73.54690087,5.7313,67.43046533,0.177417883,-12.12046533,5475.69,8.3106
Monticello,12/02/2023,49.02,41.68,56.01,58.64,56.1,61.07,44.5,85,0.02,0.01,95.94,3.46,0.12,14.16,280,1007,96,46.7,2023,2,12,6,1,6,Winter,14.33,4.97,Cold,43.13511,14.04,Calm,48.16178442,Light,1,0.04,Very Humid,Dry,Low,79.49652512,1.2274,67.43046533,0.177417883,-18.41046533,4166.7,0.0692
Monticello,13/02/2023,49.61,35.34,69.1,56.27,51.1,62.37,36.99,70,0,0,196.26,2.07,0.08,12.46,249,1012,96,43.69,2023,2,13,0,1,7,Winter,33.76,11.27,Cold,44.89991,12.38,Calm,49.61,No Rain,0,0,Humid,Dry,Low,72.64282142,1.1023,67.43046533,0.177417883,-17.82046533,3472.7,0
Monticello,14/02/2023,52.81,35.16,74.77,56.86,51.35,63.32,39.22,69,0,0,193.35,2.11,0.01,12.16,184,1013,96,46.16,2023,2,14,1,1,7,Winter,39.61,11.97,Mild,48.895837,12.15,Calm,52.81,No Rain,0,0,Humid,Dry,Low,73.9921834,0.9439,67.43046533,0.177417883,-14.62046533,3643.89,0
Monticello,15/02/2023,57.71,42.34,76.35,58.68,53.62,64.98,51.39,82,0,0,135.36,2.66,0.02,17.75,170,1015,96,54.1,2023,2,15,2,1,7,Winter,34.01,11.36,Mild,54.384326,17.73,Calm,57.71,No Rain,0,0,Very Humid,Comfortable,Low,84.55543737,0.7209,67.43046533,0.177417883,-9.720465328,4732.22,0
Monticello,16/02/2023,65.42,51.62,79.11,62.63,58.03,68.49,59.23,83,0,0,179.78,3.58,0.06,19.58,178,1013,96,61.52,2023,2,16,3,1,7,Winter,27.49,10.46,Mild,64.165538,19.52,Calm,65.42,No Rain,0,0,Very Humid,Comfortable,Low,91.07195494,0.3722,67.43046533,0.177417883,-2.010465328,5429.86,0
